index,title,certificate,genre,runtime,rating
1,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
2,365 dni,A,"Drama, Romance",114 min,3.3
3,The Father,UA,"Drama, Mystery",97 min,8.2
4,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
5,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
6,Hamilton,12+,"Biography, Drama, History",160 min,8.3
7,After We Collided,18,"Drama, Romance",105 min,5
8,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
9,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
10,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
11,Extraction,18,"Action, Thriller",116 min,6.7
12,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
13,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
14,Druk,16,"Comedy, Drama",117 min,7.7
15,The Old Guard,18,"Action, Thriller",125 min,6.6
16,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
17,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
18,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
19,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
20,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
21,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
22,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
23,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
24,De slag om de Schelde,18,"Drama, War",124 min,7.1
25,Soul,U,"Animation, Adventure, Comedy",100 min,8
26,Greyhound,A,"Action, Drama, History",91 min,7
27,Minari,UA,Drama,115 min,7.4
28,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
29,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
30,Pieces of a Woman,18,Drama,126 min,7
31,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
32,Run,16,"Mystery, Thriller",90 min,6.7
33,The Way Back,R,"Drama, Sport",108 min,6.7
34,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
35,Nomadland,UA,Drama,107 min,7.3
36,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
37,Unhinged,A,"Action, Thriller",90 min,6
38,Becky,R,"Action, Crime, Drama",93 min,5.9
39,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
40,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
41,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
42,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
43,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
44,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
45,Greenland,UA,"Action, Thriller",119 min,6.4
46,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
47,Kol,16,"Crime, Horror, Mystery",112 min,7.1
48,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
49,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
50,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
51,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
52,365 dni,A,"Drama, Romance",114 min,3.3
53,The Father,UA,"Drama, Mystery",97 min,8.2
54,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
55,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
56,Hamilton,12+,"Biography, Drama, History",160 min,8.3
57,After We Collided,18,"Drama, Romance",105 min,5
58,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
59,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
60,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
61,Extraction,18,"Action, Thriller",116 min,6.7
62,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
63,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
64,Druk,16,"Comedy, Drama",117 min,7.7
65,The Old Guard,18,"Action, Thriller",125 min,6.6
66,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
67,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
68,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
69,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
70,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
71,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
72,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
73,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
74,De slag om de Schelde,18,"Drama, War",124 min,7.1
75,Soul,U,"Animation, Adventure, Comedy",100 min,8
76,Greyhound,A,"Action, Drama, History",91 min,7
77,Minari,UA,Drama,115 min,7.4
78,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
79,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
80,Pieces of a Woman,18,Drama,126 min,7
81,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
82,Run,16,"Mystery, Thriller",90 min,6.7
83,The Way Back,R,"Drama, Sport",108 min,6.7
84,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
85,Nomadland,UA,Drama,107 min,7.3
86,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
87,Unhinged,A,"Action, Thriller",90 min,6
88,Becky,R,"Action, Crime, Drama",93 min,5.9
89,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
90,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
91,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
92,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
93,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
94,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
95,Greenland,UA,"Action, Thriller",119 min,6.4
96,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
97,Kol,16,"Crime, Horror, Mystery",112 min,7.1
98,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
99,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
100,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
101,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
102,365 dni,A,"Drama, Romance",114 min,3.3
103,The Father,UA,"Drama, Mystery",97 min,8.2
104,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
105,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
106,Hamilton,12+,"Biography, Drama, History",160 min,8.3
107,After We Collided,18,"Drama, Romance",105 min,5
108,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
109,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
110,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
111,Extraction,18,"Action, Thriller",116 min,6.7
112,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
113,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
114,Druk,16,"Comedy, Drama",117 min,7.7
115,The Old Guard,18,"Action, Thriller",125 min,6.6
116,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
117,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
118,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
119,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
120,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
121,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
122,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
123,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
124,De slag om de Schelde,18,"Drama, War",124 min,7.1
125,Soul,U,"Animation, Adventure, Comedy",100 min,8
126,Greyhound,A,"Action, Drama, History",91 min,7
127,Minari,UA,Drama,115 min,7.4
128,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
129,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
130,Pieces of a Woman,18,Drama,126 min,7
131,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
132,Run,16,"Mystery, Thriller",90 min,6.7
133,The Way Back,R,"Drama, Sport",108 min,6.7
134,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
135,Nomadland,UA,Drama,107 min,7.3
136,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
137,Unhinged,A,"Action, Thriller",90 min,6
138,Becky,R,"Action, Crime, Drama",93 min,5.9
139,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
140,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
141,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
142,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
143,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
144,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
145,Greenland,UA,"Action, Thriller",119 min,6.4
146,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
147,Kol,16,"Crime, Horror, Mystery",112 min,7.1
148,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
149,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
150,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
151,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
152,365 dni,A,"Drama, Romance",114 min,3.3
153,The Father,UA,"Drama, Mystery",97 min,8.2
154,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
155,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
156,Hamilton,12+,"Biography, Drama, History",160 min,8.3
157,After We Collided,18,"Drama, Romance",105 min,5
158,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
159,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
160,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
161,Extraction,18,"Action, Thriller",116 min,6.7
162,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
163,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
164,Druk,16,"Comedy, Drama",117 min,7.7
165,The Old Guard,18,"Action, Thriller",125 min,6.6
166,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
167,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
168,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
169,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
170,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
171,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
172,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
173,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
174,De slag om de Schelde,18,"Drama, War",124 min,7.1
175,Soul,U,"Animation, Adventure, Comedy",100 min,8
176,Greyhound,A,"Action, Drama, History",91 min,7
177,Minari,UA,Drama,115 min,7.4
178,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
179,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
180,Pieces of a Woman,18,Drama,126 min,7
181,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
182,Run,16,"Mystery, Thriller",90 min,6.7
183,The Way Back,R,"Drama, Sport",108 min,6.7
184,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
185,Nomadland,UA,Drama,107 min,7.3
186,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
187,Unhinged,A,"Action, Thriller",90 min,6
188,Becky,R,"Action, Crime, Drama",93 min,5.9
189,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
190,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
191,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
192,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
193,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
194,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
195,Greenland,UA,"Action, Thriller",119 min,6.4
196,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
197,Kol,16,"Crime, Horror, Mystery",112 min,7.1
198,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
199,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
200,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
201,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
202,365 dni,A,"Drama, Romance",114 min,3.3
203,The Father,UA,"Drama, Mystery",97 min,8.2
204,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
205,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
206,Hamilton,12+,"Biography, Drama, History",160 min,8.3
207,After We Collided,18,"Drama, Romance",105 min,5
208,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
209,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
210,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
211,Extraction,18,"Action, Thriller",116 min,6.7
212,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
213,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
214,Druk,16,"Comedy, Drama",117 min,7.7
215,The Old Guard,18,"Action, Thriller",125 min,6.6
216,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
217,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
218,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
219,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
220,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
221,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
222,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
223,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
224,De slag om de Schelde,18,"Drama, War",124 min,7.1
225,Soul,U,"Animation, Adventure, Comedy",100 min,8
226,Greyhound,A,"Action, Drama, History",91 min,7
227,Minari,UA,Drama,115 min,7.4
228,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
229,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
230,Pieces of a Woman,18,Drama,126 min,7
231,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
232,Run,16,"Mystery, Thriller",90 min,6.7
233,The Way Back,R,"Drama, Sport",108 min,6.7
234,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
235,Nomadland,UA,Drama,107 min,7.3
236,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
237,Unhinged,A,"Action, Thriller",90 min,6
238,Becky,R,"Action, Crime, Drama",93 min,5.9
239,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
240,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
241,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
242,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
243,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
244,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
245,Greenland,UA,"Action, Thriller",119 min,6.4
246,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
247,Kol,16,"Crime, Horror, Mystery",112 min,7.1
248,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
249,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
250,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
251,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
252,365 dni,A,"Drama, Romance",114 min,3.3
253,The Father,UA,"Drama, Mystery",97 min,8.2
254,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
255,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
256,Hamilton,12+,"Biography, Drama, History",160 min,8.3
257,After We Collided,18,"Drama, Romance",105 min,5
258,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
259,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
260,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
261,Extraction,18,"Action, Thriller",116 min,6.7
262,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
263,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
264,Druk,16,"Comedy, Drama",117 min,7.7
265,The Old Guard,18,"Action, Thriller",125 min,6.6
266,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
267,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
268,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
269,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
270,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
271,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
272,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
273,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
274,De slag om de Schelde,18,"Drama, War",124 min,7.1
275,Soul,U,"Animation, Adventure, Comedy",100 min,8
276,Greyhound,A,"Action, Drama, History",91 min,7
277,Minari,UA,Drama,115 min,7.4
278,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
279,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
280,Pieces of a Woman,18,Drama,126 min,7
281,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
282,Run,16,"Mystery, Thriller",90 min,6.7
283,The Way Back,R,"Drama, Sport",108 min,6.7
284,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
285,Nomadland,UA,Drama,107 min,7.3
286,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
287,Unhinged,A,"Action, Thriller",90 min,6
288,Becky,R,"Action, Crime, Drama",93 min,5.9
289,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
290,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
291,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
292,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
293,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
294,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
295,Greenland,UA,"Action, Thriller",119 min,6.4
296,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
297,Kol,16,"Crime, Horror, Mystery",112 min,7.1
298,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
299,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
300,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
301,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
302,365 dni,A,"Drama, Romance",114 min,3.3
303,The Father,UA,"Drama, Mystery",97 min,8.2
304,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
305,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
306,Hamilton,12+,"Biography, Drama, History",160 min,8.3
307,After We Collided,18,"Drama, Romance",105 min,5
308,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
309,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
310,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
311,Extraction,18,"Action, Thriller",116 min,6.7
312,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
313,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
314,Druk,16,"Comedy, Drama",117 min,7.7
315,The Old Guard,18,"Action, Thriller",125 min,6.6
316,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
317,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
318,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
319,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
320,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
321,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
322,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
323,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
324,De slag om de Schelde,18,"Drama, War",124 min,7.1
325,Soul,U,"Animation, Adventure, Comedy",100 min,8
326,Greyhound,A,"Action, Drama, History",91 min,7
327,Minari,UA,Drama,115 min,7.4
328,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
329,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
330,Pieces of a Woman,18,Drama,126 min,7
331,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
332,Run,16,"Mystery, Thriller",90 min,6.7
333,The Way Back,R,"Drama, Sport",108 min,6.7
334,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
335,Nomadland,UA,Drama,107 min,7.3
336,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
337,Unhinged,A,"Action, Thriller",90 min,6
338,Becky,R,"Action, Crime, Drama",93 min,5.9
339,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
340,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
341,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
342,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
343,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
344,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
345,Greenland,UA,"Action, Thriller",119 min,6.4
346,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
347,Kol,16,"Crime, Horror, Mystery",112 min,7.1
348,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
349,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
350,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
351,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
352,365 dni,A,"Drama, Romance",114 min,3.3
353,The Father,UA,"Drama, Mystery",97 min,8.2
354,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
355,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
356,Hamilton,12+,"Biography, Drama, History",160 min,8.3
357,After We Collided,18,"Drama, Romance",105 min,5
358,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
359,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
360,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
361,Extraction,18,"Action, Thriller",116 min,6.7
362,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
363,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
364,Druk,16,"Comedy, Drama",117 min,7.7
365,The Old Guard,18,"Action, Thriller",125 min,6.6
366,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
367,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
368,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
369,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
370,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
371,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
372,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
373,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
374,De slag om de Schelde,18,"Drama, War",124 min,7.1
375,Soul,U,"Animation, Adventure, Comedy",100 min,8
376,Greyhound,A,"Action, Drama, History",91 min,7
377,Minari,UA,Drama,115 min,7.4
378,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
379,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
380,Pieces of a Woman,18,Drama,126 min,7
381,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
382,Run,16,"Mystery, Thriller",90 min,6.7
383,The Way Back,R,"Drama, Sport",108 min,6.7
384,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
385,Nomadland,UA,Drama,107 min,7.3
386,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
387,Unhinged,A,"Action, Thriller",90 min,6
388,Becky,R,"Action, Crime, Drama",93 min,5.9
389,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
390,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
391,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
392,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
393,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
394,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
395,Greenland,UA,"Action, Thriller",119 min,6.4
396,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
397,Kol,16,"Crime, Horror, Mystery",112 min,7.1
398,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
399,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
400,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
401,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
402,365 dni,A,"Drama, Romance",114 min,3.3
403,The Father,UA,"Drama, Mystery",97 min,8.2
404,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
405,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
406,Hamilton,12+,"Biography, Drama, History",160 min,8.3
407,After We Collided,18,"Drama, Romance",105 min,5
408,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
409,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
410,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
411,Extraction,18,"Action, Thriller",116 min,6.7
412,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
413,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
414,Druk,16,"Comedy, Drama",117 min,7.7
415,The Old Guard,18,"Action, Thriller",125 min,6.6
416,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
417,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
418,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
419,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
420,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
421,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
422,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
423,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
424,De slag om de Schelde,18,"Drama, War",124 min,7.1
425,Soul,U,"Animation, Adventure, Comedy",100 min,8
426,Greyhound,A,"Action, Drama, History",91 min,7
427,Minari,UA,Drama,115 min,7.4
428,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
429,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
430,Pieces of a Woman,18,Drama,126 min,7
