index,title,certificate,genre,runtime,rating
8217,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
8218,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
8219,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
8220,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
8221,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
8222,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
8223,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
8224,De slag om de Schelde,18,"Drama, War",124 min,7.1
8225,Soul,U,"Animation, Adventure, Comedy",100 min,8
8226,Greyhound,A,"Action, Drama, History",91 min,7
8227,Minari,UA,Drama,115 min,7.4
8228,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
8229,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
8230,Pieces of a Woman,18,Drama,126 min,7
8231,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
8232,Run,16,"Mystery, Thriller",90 min,6.7
8233,The Way Back,R,"Drama, Sport",108 min,6.7
8234,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
8235,Nomadland,UA,Drama,107 min,7.3
8236,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
8237,Unhinged,A,"Action, Thriller",90 min,6
8238,Becky,R,"Action, Crime, Drama",93 min,5.9
8239,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
8240,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
8241,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
8242,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
8243,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
8244,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
8245,Greenland,UA,"Action, Thriller",119 min,6.4
8246,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
8247,Kol,16,"Crime, Horror, Mystery",112 min,7.1
8248,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
8249,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
8250,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
8251,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
8252,365 dni,A,"Drama, Romance",114 min,3.3
8253,The Father,UA,"Drama, Mystery",97 min,8.2
8254,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
8255,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
8256,Hamilton,12+,"Biography, Drama, History",160 min,8.3
8257,After We Collided,18,"Drama, Romance",105 min,5
8258,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
8259,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
8260,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
8261,Extraction,18,"Action, Thriller",116 min,6.7
8262,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
8263,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
8264,Druk,16,"Comedy, Drama",117 min,7.7
8265,The Old Guard,18,"Action, Thriller",125 min,6.6
8266,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
8267,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
8268,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
8269,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
8270,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
8271,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
8272,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
8273,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
8274,De slag om de Schelde,18,"Drama, War",124 min,7.1
8275,Soul,U,"Animation, Adventure, Comedy",100 min,8
8276,Greyhound,A,"Action, Drama, History",91 min,7
8277,Minari,UA,Drama,115 min,7.4
8278,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
8279,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
8280,Pieces of a Woman,18,Drama,126 min,7
8281,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
8282,Run,16,"Mystery, Thriller",90 min,6.7
8283,The Way Back,R,"Drama, Sport",108 min,6.7
8284,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
8285,Nomadland,UA,Drama,107 min,7.3
8286,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
8287,Unhinged,A,"Action, Thriller",90 min,6
8288,Becky,R,"Action, Crime, Drama",93 min,5.9
8289,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
8290,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
8291,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
8292,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
8293,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
8294,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
8295,Greenland,UA,"Action, Thriller",119 min,6.4
8296,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
8297,Kol,16,"Crime, Horror, Mystery",112 min,7.1
8298,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
8299,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
8300,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
8301,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
8302,365 dni,A,"Drama, Romance",114 min,3.3
8303,The Father,UA,"Drama, Mystery",97 min,8.2
8304,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
8305,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
8306,Hamilton,12+,"Biography, Drama, History",160 min,8.3
8307,After We Collided,18,"Drama, Romance",105 min,5
8308,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
8309,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
8310,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
8311,Extraction,18,"Action, Thriller",116 min,6.7
8312,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
8313,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
8314,Druk,16,"Comedy, Drama",117 min,7.7
8315,The Old Guard,18,"Action, Thriller",125 min,6.6
8316,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
8317,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
8318,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
8319,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
8320,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
8321,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
8322,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
8323,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
8324,De slag om de Schelde,18,"Drama, War",124 min,7.1
8325,Soul,U,"Animation, Adventure, Comedy",100 min,8
8326,Greyhound,A,"Action, Drama, History",91 min,7
8327,Minari,UA,Drama,115 min,7.4
8328,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
8329,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
8330,Pieces of a Woman,18,Drama,126 min,7
8331,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
8332,Run,16,"Mystery, Thriller",90 min,6.7
8333,The Way Back,R,"Drama, Sport",108 min,6.7
8334,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
8335,Nomadland,UA,Drama,107 min,7.3
8336,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
8337,Unhinged,A,"Action, Thriller",90 min,6
8338,Becky,R,"Action, Crime, Drama",93 min,5.9
8339,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
8340,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
8341,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
8342,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
8343,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
8344,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
8345,Greenland,UA,"Action, Thriller",119 min,6.4
8346,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
8347,Kol,16,"Crime, Horror, Mystery",112 min,7.1
8348,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
8349,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
8350,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
8351,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
8352,365 dni,A,"Drama, Romance",114 min,3.3
8353,The Father,UA,"Drama, Mystery",97 min,8.2
8354,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
8355,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
8356,Hamilton,12+,"Biography, Drama, History",160 min,8.3
8357,After We Collided,18,"Drama, Romance",105 min,5
8358,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
8359,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
8360,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
8361,Extraction,18,"Action, Thriller",116 min,6.7
8362,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
8363,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
8364,Druk,16,"Comedy, Drama",117 min,7.7
8365,The Old Guard,18,"Action, Thriller",125 min,6.6
8366,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
8367,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
8368,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
8369,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
8370,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
8371,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
8372,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
8373,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
8374,De slag om de Schelde,18,"Drama, War",124 min,7.1
8375,Soul,U,"Animation, Adventure, Comedy",100 min,8
8376,Greyhound,A,"Action, Drama, History",91 min,7
8377,Minari,UA,Drama,115 min,7.4
8378,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
8379,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
8380,Pieces of a Woman,18,Drama,126 min,7
8381,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
8382,Run,16,"Mystery, Thriller",90 min,6.7
8383,The Way Back,R,"Drama, Sport",108 min,6.7
8384,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
8385,Nomadland,UA,Drama,107 min,7.3
8386,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
8387,Unhinged,A,"Action, Thriller",90 min,6
8388,Becky,R,"Action, Crime, Drama",93 min,5.9
8389,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
8390,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
8391,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
8392,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
8393,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
8394,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
8395,Greenland,UA,"Action, Thriller",119 min,6.4
8396,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
8397,Kol,16,"Crime, Horror, Mystery",112 min,7.1
8398,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
8399,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
8400,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
8401,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
8402,365 dni,A,"Drama, Romance",114 min,3.3
8403,The Father,UA,"Drama, Mystery",97 min,8.2
8404,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
8405,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
8406,Hamilton,12+,"Biography, Drama, History",160 min,8.3
8407,After We Collided,18,"Drama, Romance",105 min,5
8408,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
8409,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
8410,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
8411,Extraction,18,"Action, Thriller",116 min,6.7
8412,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
8413,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
8414,Druk,16,"Comedy, Drama",117 min,7.7
8415,The Old Guard,18,"Action, Thriller",125 min,6.6
8416,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
8417,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
8418,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
8419,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
8420,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
8421,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
8422,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
8423,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
8424,De slag om de Schelde,18,"Drama, War",124 min,7.1
8425,Soul,U,"Animation, Adventure, Comedy",100 min,8
8426,Greyhound,A,"Action, Drama, History",91 min,7
8427,Minari,UA,Drama,115 min,7.4
8428,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
8429,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
8430,Pieces of a Woman,18,Drama,126 min,7
8431,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
8432,Run,16,"Mystery, Thriller",90 min,6.7
8433,The Way Back,R,"Drama, Sport",108 min,6.7
8434,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
8435,Nomadland,UA,Drama,107 min,7.3
8436,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
8437,Unhinged,A,"Action, Thriller",90 min,6
8438,Becky,R,"Action, Crime, Drama",93 min,5.9
8439,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
8440,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
8441,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
8442,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
8443,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
8444,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
8445,Greenland,UA,"Action, Thriller",119 min,6.4
8446,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
8447,Kol,16,"Crime, Horror, Mystery",112 min,7.1
8448,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
8449,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
8450,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
8451,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
8452,365 dni,A,"Drama, Romance",114 min,3.3
8453,The Father,UA,"Drama, Mystery",97 min,8.2
8454,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
8455,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
8456,Hamilton,12+,"Biography, Drama, History",160 min,8.3
8457,After We Collided,18,"Drama, Romance",105 min,5
8458,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
8459,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
8460,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
8461,Extraction,18,"Action, Thriller",116 min,6.7
8462,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
8463,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
8464,Druk,16,"Comedy, Drama",117 min,7.7
8465,The Old Guard,18,"Action, Thriller",125 min,6.6
8466,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
8467,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
8468,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
8469,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
8470,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
8471,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
8472,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
8473,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
8474,De slag om de Schelde,18,"Drama, War",124 min,7.1
8475,Soul,U,"Animation, Adventure, Comedy",100 min,8
8476,Greyhound,A,"Action, Drama, History",91 min,7
8477,Minari,UA,Drama,115 min,7.4
8478,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
8479,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
8480,Pieces of a Woman,18,Drama,126 min,7
8481,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
8482,Run,16,"Mystery, Thriller",90 min,6.7
8483,The Way Back,R,"Drama, Sport",108 min,6.7
8484,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
8485,Nomadland,UA,Drama,107 min,7.3
8486,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
8487,Unhinged,A,"Action, Thriller",90 min,6
8488,Becky,R,"Action, Crime, Drama",93 min,5.9
8489,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
8490,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
8491,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
8492,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
8493,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
8494,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
8495,Greenland,UA,"Action, Thriller",119 min,6.4
8496,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
8497,Kol,16,"Crime, Horror, Mystery",112 min,7.1
8498,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
8499,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
8500,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
8501,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
8502,365 dni,A,"Drama, Romance",114 min,3.3
8503,The Father,UA,"Drama, Mystery",97 min,8.2
8504,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
8505,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
8506,Hamilton,12+,"Biography, Drama, History",160 min,8.3
8507,After We Collided,18,"Drama, Romance",105 min,5
8508,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
8509,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
8510,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
8511,Extraction,18,"Action, Thriller",116 min,6.7
8512,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
8513,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
8514,Druk,16,"Comedy, Drama",117 min,7.7
8515,The Old Guard,18,"Action, Thriller",125 min,6.6
8516,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
8517,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
8518,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
8519,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
8520,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
8521,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
8522,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
8523,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
8524,De slag om de Schelde,18,"Drama, War",124 min,7.1
8525,Soul,U,"Animation, Adventure, Comedy",100 min,8
8526,Greyhound,A,"Action, Drama, History",91 min,7
8527,Minari,UA,Drama,115 min,7.4
8528,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
8529,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
8530,Pieces of a Woman,18,Drama,126 min,7
8531,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
8532,Run,16,"Mystery, Thriller",90 min,6.7
8533,The Way Back,R,"Drama, Sport",108 min,6.7
8534,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
8535,Nomadland,UA,Drama,107 min,7.3
8536,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
8537,Unhinged,A,"Action, Thriller",90 min,6
8538,Becky,R,"Action, Crime, Drama",93 min,5.9
8539,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
8540,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
8541,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
8542,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
8543,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
8544,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
8545,Greenland,UA,"Action, Thriller",119 min,6.4
8546,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
8547,Kol,16,"Crime, Horror, Mystery",112 min,7.1
8548,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
8549,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
8550,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
8551,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
8552,365 dni,A,"Drama, Romance",114 min,3.3
8553,The Father,UA,"Drama, Mystery",97 min,8.2
8554,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
8555,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
8556,Hamilton,12+,"Biography, Drama, History",160 min,8.3
8557,After We Collided,18,"Drama, Romance",105 min,5
8558,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
8559,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
8560,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
8561,Extraction,18,"Action, Thriller",116 min,6.7
8562,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
8563,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
8564,Druk,16,"Comedy, Drama",117 min,7.7
8565,The Old Guard,18,"Action, Thriller",125 min,6.6
8566,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
8567,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
8568,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
8569,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
8570,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
8571,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
8572,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
8573,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
8574,De slag om de Schelde,18,"Drama, War",124 min,7.1
8575,Soul,U,"Animation, Adventure, Comedy",100 min,8
8576,Greyhound,A,"Action, Drama, History",91 min,7
8577,Minari,UA,Drama,115 min,7.4
8578,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
8579,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
