index,title,certificate,genre,runtime,rating
3023,Old,UA,"Drama, Horror, Mystery",108 min,5.8
3024,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
3025,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
3026,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
3027,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
3028,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
3029,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
3030,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
3031,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
3032,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
3033,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
3034,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
3035,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
3036,Pleasure,R,Drama,109 min,6.4
3037,The Last Duel,A,"Action, Drama, History",152 min,7.4
3038,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
3039,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
3040,The Power of the Dog,16,"Drama, Western",126 min,6.8
3041,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
3042,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
3043,Pig,R,"Drama, Mystery",92 min,6.9
3044,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
3045,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
3046,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
3047,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
3048,Silent Hours,None,"Crime, Thriller",156 min,5.2
3049,Boiling Point,R,"Drama, Thriller",92 min,7.5
3050,The Road Dance,None,Drama,116 min,7
3051,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
3052,Nobody,A,"Action, Crime, Drama",92 min,7.4
3053,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
3054,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
3055,CODA,A,"Comedy, Drama, Music",111 min,8
3056,F9,UA,"Action, Crime, Thriller",143 min,5.2
3057,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
3058,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
3059,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
3060,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
3061,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
3062,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
3063,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
3064,The Fallout,A,Drama,96 min,7
3065,The Black Phone,A,"Horror, Thriller",103 min,6.9
3066,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
3067,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
3068,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
3069,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
3070,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
3071,Encanto,U,"Animation, Comedy, Family",102 min,7.2
3072,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
3073,Old,UA,"Drama, Horror, Mystery",108 min,5.8
3074,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
3075,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
3076,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
3077,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
3078,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
3079,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
3080,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
3081,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
3082,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
3083,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
3084,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
3085,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
3086,Pleasure,R,Drama,109 min,6.4
3087,The Last Duel,A,"Action, Drama, History",152 min,7.4
3088,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
3089,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
3090,The Power of the Dog,16,"Drama, Western",126 min,6.8
3091,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
3092,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
3093,Pig,R,"Drama, Mystery",92 min,6.9
3094,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
3095,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
3096,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
3097,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
3098,Silent Hours,None,"Crime, Thriller",156 min,5.2
3099,Boiling Point,R,"Drama, Thriller",92 min,7.5
3100,The Road Dance,None,Drama,116 min,7
3101,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
3102,Nobody,A,"Action, Crime, Drama",92 min,7.4
3103,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
3104,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
3105,CODA,A,"Comedy, Drama, Music",111 min,8
3106,F9,UA,"Action, Crime, Thriller",143 min,5.2
3107,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
3108,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
3109,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
3110,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
3111,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
3112,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
3113,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
3114,The Fallout,A,Drama,96 min,7
3115,The Black Phone,A,"Horror, Thriller",103 min,6.9
3116,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
3117,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
3118,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
3119,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
3120,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
3121,Encanto,U,"Animation, Comedy, Family",102 min,7.2
3122,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
3123,Old,UA,"Drama, Horror, Mystery",108 min,5.8
3124,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
3125,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
3126,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
3127,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
3128,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
3129,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
3130,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
3131,The Voyeurs,A,"Drama, Mystery, Thriller",116 min,6
3132,Shang-Chi and the Legend of the Ten Rings,UA,"Action, Adventure, Fantasy",132 min,7.4
3133,Licorice Pizza,A,"Comedy, Drama, Romance",133 min,7.2
3134,West Side Story,UA,"Crime, Drama, Musical",156 min,7.2
3135,The Guilty,16,"Crime, Drama, Thriller",90 min,6.3
3136,Pleasure,R,Drama,109 min,6.4
3137,The Last Duel,A,"Action, Drama, History",152 min,7.4
3138,House of Gucci,A,"Biography, Crime, Drama",158 min,6.6
3139,Infinite,PG-13,"Action, Sci-Fi, Thriller",106 min,5.4
3140,The Power of the Dog,16,"Drama, Western",126 min,6.8
3141,Red Notice,13,"Action, Comedy, Thriller",118 min,6.3
3142,The Green Knight,UA,"Adventure, Drama, Fantasy",130 min,6.6
3143,Pig,R,"Drama, Mystery",92 min,6.9
3144,Army of the Dead,18,"Action, Crime, Drama",148 min,5.7
3145,Cruella,Not Rated,"Adventure, Comedy, Crime",134 min,7.3
3146,Nightmare Alley,A,"Crime, Drama, Thriller",150 min,7
3147,Army of Thieves,16,"Action, Comedy, Crime",127 min,6.4
3148,Silent Hours,None,"Crime, Thriller",156 min,5.2
3149,Boiling Point,R,"Drama, Thriller",92 min,7.5
3150,The Road Dance,None,Drama,116 min,7
3151,Dune: Part One,UA,"Action, Adventure, Drama",155 min,8
3152,Nobody,A,"Action, Crime, Drama",92 min,7.4
3153,Girl in the Basement,None,"Crime, Thriller",88 min,6.3
3154,Spider-Man: No Way Home,UA,"Action, Adventure, Fantasy",148 min,8.2
3155,CODA,A,"Comedy, Drama, Music",111 min,8
3156,F9,UA,"Action, Crime, Thriller",143 min,5.2
3157,The Suicide Squad,A,"Action, Adventure, Comedy",132 min,7.2
3158,No Time to Die,UA,"Action, Adventure, Thriller",163 min,7.3
3159,The French Dispatch,A,"Comedy, Drama, Romance",107 min,7.1
3160,Stillwater,R,"Crime, Drama, Thriller",139 min,6.6
3161,Free Guy,UA,"Action, Adventure, Comedy",115 min,7.1
3162,Sing 2,U,"Animation, Adventure, Comedy",110 min,7.4
3163,The Little Things,A,"Crime, Drama, Mystery",128 min,6.3
3164,The Fallout,A,Drama,96 min,7
3165,The Black Phone,A,"Horror, Thriller",103 min,6.9
3166,Don't Look Up,18,"Comedy, Drama, Sci-Fi",138 min,7.2
3167,Wrath of Man,16,"Action, Crime, Thriller",119 min,7.1
3168,The Tomorrow War,13,"Action, Adventure, Drama",138 min,6.5
3169,Eternals,UA,"Action, Adventure, Fantasy",156 min,6.3
3170,The King's Man,15+,"Action, Adventure, Thriller",131 min,6.3
3171,Encanto,U,"Animation, Comedy, Family",102 min,7.2
3172,The Matrix Resurrections,A,"Action, Sci-Fi",148 min,5.7
3173,Old,UA,"Drama, Horror, Mystery",108 min,5.8
3174,Zack Snyder's Justice League,18,"Action, Adventure, Fantasy",242 min,8
3175,Malignant,A,"Crime, Horror, Mystery",111 min,6.2
3176,Last Night in Soho,A,"Drama, Horror, Mystery",116 min,7
3177,Black Widow,UA,"Action, Adventure, Sci-Fi",134 min,6.7
3178,Godzilla vs. Kong,UA,"Action, Sci-Fi, Thriller",113 min,6.3
3179,Ghostbusters: Afterlife,UA,"Adventure, Comedy, Fantasy",124 min,7.1
3180,Mortal Kombat,A,"Action, Adventure, Fantasy",110 min,6
